rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
1,ManilaNCR,2018-08-19 04:59:19,Worst online,False,It is always cancelled even the options are available. I’m going to delete this app,foodpanda-food-delivery,758103884,"{'id': 11436368, 'body': 'Hey ManilaNCR, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T04:16:28Z'}"
1,snowboarding88,2021-07-14 12:09:02,Foodpanda app is pathetic,False,"I encounter many bugs in this app and it’s not easy to use.
I use grab and deliveroo no problem.
Please get your house in order",foodpanda-food-delivery,758103884,
1,pallowan,2021-03-01 09:15:01,Worst customer support,False,"No customer care number, no option to cancel order, pathetic in app customer support.",foodpanda-food-delivery,758103884,
5,Santrakhan,2020-11-11 09:39:20,Delivery on time,False,Love their service,foodpanda-food-delivery,758103884,
1,Khaled Rony,2020-12-05 12:08:13,This app is not user friendly,False,No option for reviewing an order.,foodpanda-food-delivery,758103884,
5,Safuwan Nafis,2020-10-20 12:25:10,Good service,False,simple and awesome,foodpanda-food-delivery,758103884,
1,Khit Minnyo,2020-11-07 01:54:29,Worst Cash Back Service,False,The worst cash back service for prepaid cancel in the world. It takes millions of year to get back your cash.,foodpanda-food-delivery,758103884,
5,Mon Sai,2020-09-25 08:36:49,Love foodpanda,False,Very easy to use.,foodpanda-food-delivery,758103884,
1,Dusty8dogs,2020-10-11 05:29:31,Worked once,False,It worked once in Malaysia. The very next day with the same CC it wouldn’t accept payment,foodpanda-food-delivery,758103884,
5,Thar latt,2020-03-23 06:54:05,Review,False,Very good & fast food service ever,foodpanda-food-delivery,758103884,
1,M.Ahmad Mansoor,2020-08-15 09:40:55,Insain amount of GST,False,"Im over charged with insane amount of GST every time i order with this account, i have another account with same order I’m charged less GST",foodpanda-food-delivery,758103884,
4,rajskbdhdieieb,2019-11-24 08:12:54,👈,False,I love it and only order when it’s free delivery,foodpanda-food-delivery,758103884,
1,Take Whatever Name You Like,2020-03-19 05:42:27,Location setting,False,Cannot select the proper location.,foodpanda-food-delivery,758103884,
1,Kryppp,2020-02-20 12:40:04,Wrong items,False,Need to check our order carefully,foodpanda-food-delivery,758103884,
1,dhshbdd,2020-01-13 15:43:59,Pathetic service,False,Twice it took my order made me wait and didn’t get my food at all very disappointing.,foodpanda-food-delivery,758103884,
5,JNo65,2019-09-25 10:30:39,Free delivery.,False,My orders are correct and I enjoy free delivery 99.5% of the time.,foodpanda-food-delivery,758103884,
1,bilalghouri,2019-09-30 11:49:31,"Horribly slow delivery, unprofessional customer service",False,"Horribly slow delivery, unprofessional customer service. No call center or helpline number.",foodpanda-food-delivery,758103884,"{'id': 11325886, 'body': '""Hey Bilal, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T10:02:54Z'}"
5,Gabriel Toth,2020-11-22 05:40:39,Super,False,"Very easy to use , super that can with PayPal  !",foodpanda-food-delivery,758103884,
3,sc617,2019-04-05 14:37:44,Food pandas,False,It is the best app all of my orders are sent 10 mins after I Oder them👍💯,foodpanda-food-delivery,758103884,
1,qusaiaaai,2018-09-03 01:45:03,The most inconvenient food app,False,"1- no proper customer service
2- random order cancellation 
3- wrong data shown about restaurants working hours 
4- no way to follow up on your order if late 
5- order never arrives on time 
I have ordered from the app more than 5 times i have only received my order once",foodpanda-food-delivery,758103884,"{'id': 11438010, 'body': 'Hey qusaiaaai, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T06:26:05Z'}"
1,The Extropian,2018-09-02 15:59:33,Stupid app,False,"Absolute imbeciles.
The designers of this app need to be given the sack. 

I open the app and it chooses my location. Then I click on find restaurants near me, and it says please download Food Panda India from AppStore. I click on “Get the app” and it directs me to AppStore, at which point it says app could not be found. 

How the heck do you manage to run a business, man?",foodpanda-food-delivery,758103884,"{'id': 11438024, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T06:26:33Z'}"
2,comcers,2018-04-07 18:16:22,Not any good,False,"• Always Late
• Cancels orders an hour after ordered
• Not available in many places",foodpanda-food-delivery,758103884,
1,Ray L SF,2018-01-14 11:19:52,Horrible service and tracking,False,Horrible service and tracking. Deliveroo is so much better.,foodpanda-food-delivery,758103884,"{'id': 11343221, 'body': 'Hey Ray, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T10:53:55Z'}"
1,ZubairKarachi,2021-11-05 20:21:07,Very BAD Service CENTRE response from Foodpanda,False,"Just read the subject … which is enough for making any improvement, if needed by you.",foodpanda-food-delivery,758103884,
1,Muin Chowdhury,2021-07-05 13:33:36,Annoying Advertisement,False,Too much advertisement while using the app,foodpanda-food-delivery,758103884,
1,Micro me,2021-05-12 14:27:58,Bad management,False,"There are no proper help line number, it's take an hour sometime more then two hour in my country.",foodpanda-food-delivery,758103884,
1,ami scholastician,2021-03-11 12:32:14,Very dia,False,Very bad service.. they showed me that my food will cost 600 then i gave place order then it showed me that it will cost me 1k sa yeah..we want the old foodpanda back thank u..,foodpanda-food-delivery,758103884,
2,Spondonit,2021-01-15 10:32:44,Sorting by rating is missing,False,I think you need to add this option. Thanks,foodpanda-food-delivery,758103884,
2,Rayhaan Khan,2021-01-10 13:00:46,No Customer Support,False,"there is 0 customer support, there are no drivers, and the food comes cold, horrible app",foodpanda-food-delivery,758103884,
5,thet htar su,2020-03-04 05:37:10,Best service,False,Perfect delivery service,foodpanda-food-delivery,758103884,
3,Baakh,2020-11-14 00:09:34,Go for it,False,Only place delivering at late hours. Not bad if they deliver timely.,foodpanda-food-delivery,758103884,
1,Rob in Bangkok,2020-10-25 11:51:16,Card problems,False,This app continues to reject my credit card for no reason,foodpanda-food-delivery,758103884,
1,MZ Ahmed,2020-04-28 11:20:03,Stupid app,False,"Very stupid and I couldn’t make order for 3 times bcoz of the stupid location system this app got. 
I really feel angry with this app",foodpanda-food-delivery,758103884,
5,mahelhasan,2020-01-29 06:56:56,Very useful,False,Very useful app for food delivery.,foodpanda-food-delivery,758103884,
2,navey1984,2019-07-21 12:24:58,No English menu,False,Is there a way to find the English menu for these restaurants?,foodpanda-food-delivery,758103884,
5,Yapyk1,2018-09-16 12:10:50,Foodpanda,False,Excellent idea. Good for businesses and customers,foodpanda-food-delivery,758103884,
1,Khondaker,2019-07-08 08:02:39,Pathetic,False,"Pathetic app and service 
Showing busy always
You can hardly order through them nowadays",foodpanda-food-delivery,758103884,"{'id': 11327139, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response. ', 'modified': '2019-10-18T11:02:40Z'}"
1,tcucogov,2019-03-08 01:15:34,I wouldn’t recommend foodpanda,False,Fake delivery time. And apps doesn’t works. Mostly just a few things errors,foodpanda-food-delivery,758103884,"{'id': 11328600, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:05:03Z'}"
4,ghgjakag,2018-12-16 17:23:09,Unprofessional,False,Extremely unprofessional over the weekend  Specially !!!!,foodpanda-food-delivery,758103884,"{'id': 11340272, 'body': 'Hey ghgjakag, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T06:15:59Z'}"
5,emotalp,2020-02-17 19:41:01,Lumber 1,False,Luvly restrant I like food lots and lots its miracal that this exist,foodpanda-food-delivery,758103884,
4,Wagyna,2017-10-15 19:05:44,Contact who,False,No one there to speak with. Uber eats here i come. Bye panda. You messed up.,foodpanda-food-delivery,758103884,
2,shariq a siddiqui,2021-08-31 10:09:16,Address,False,It’s difficult to enter the address,foodpanda-food-delivery,758103884,
1,pattrinv,2021-07-19 08:01:09,The official Twitter account of food panda in Thailand addressed a policy that against human rights.,False,Panda TH tweeted that a rider who participated in a political movement shall be fired. A corporation which sanctions employees  due to different political ideology is unacceptable and should not be supported in any way.,foodpanda-food-delivery,758103884,
1,Nate20011,2021-06-23 05:08:53,"Terrible service, unreliable delivery",False,"Constant issues, unreliable delivery time estimates, absolutely no help from customer support. Use Deliveroo instead.",foodpanda-food-delivery,758103884,
1,jaguar799,2021-05-13 15:51:06,Food pandas review,False,Use less app the deliver so late and because of that food quality gets bad and usally they don’t even come,foodpanda-food-delivery,758103884,
1,BBR8765,2021-03-06 10:57:51,Do you like cold food and wrong orders?,False,"If so, this is the app for you.

Do you like a total lack of any customer service?  

They have that too!",foodpanda-food-delivery,758103884,
3,Heinkhantmg,2021-02-27 07:49:30,Over charges,False,To application authorization,foodpanda-food-delivery,758103884,
3,Arman___R,2020-12-29 16:38:02,Not too much,False,"Server was very bad
They can’t provide vouchers",foodpanda-food-delivery,758103884,
3,Powerkiller,2020-11-22 13:59:46,Cannot use US Amex,False,"Good service and discount, but doesn't accept US Amex card.",foodpanda-food-delivery,758103884,
1,Gotjo,2020-10-23 12:06:16,Really bad app - service!!,False,"Always cancelling orders, after waiting more than an hour. Very frustrating!!!",foodpanda-food-delivery,758103884,
1,syima mh,2020-04-16 05:31:16,I want my money back!,False,"Food already been paid, but Foodpanda
 cancelled my order. Why i not receive refund? I want my money back!!!",foodpanda-food-delivery,758103884,
5,Rifat29,2018-08-07 11:55:44,Thanks,False,Thank you for offering free delivery!,foodpanda-food-delivery,758103884,
1,Tom Songer,2020-02-15 12:58:59,Charged Without Knowing,False,The charged me for not knowing the store was closed. Pre order for the next day???? NO WAY You charged me without telling me!!,foodpanda-food-delivery,758103884,
1,hekof,2018-10-06 11:53:56,Bad delivery time,False,I waited for two hours and the food didn’t arrive eventually I had to cancel the order,foodpanda-food-delivery,758103884,"{'id': 11341491, 'body': 'Hey hekof, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T08:12:49Z'}"
5,Tammmenenmememem,2018-04-02 11:40:27,Thank you very much,False,Tameem,foodpanda-food-delivery,758103884,
5,EshikaEsh,2021-10-21 13:36:05,Discount,False,I love foodpanda.. Give more discount please,foodpanda-food-delivery,758103884,
5,Sidra Asghar,2021-09-07 13:28:47,Service,False,Best ever service,foodpanda-food-delivery,758103884,
5,Love you foodpanda,2020-11-08 16:13:34,Best one,False,i love foodpanda disscount service,foodpanda-food-delivery,758103884,
3,Ahsan mianoor,2021-06-23 22:17:47,Average,False,Just because this is only app its worthed,foodpanda-food-delivery,758103884,
3,YERFETS,2021-06-18 03:59:59,App is OK,False,This is OK. The search engine isn’t too good. Delivering area is too small.,foodpanda-food-delivery,758103884,
1,mash:1,2021-02-20 20:53:15,Little story,False,"12:40 AM order placed 
12:41 AM preparation start 
Committed time 25-35 mins
1:40 AM chat support said it’s on way
1:50 AM Restaurant doesn’t have any record of the order 
1:51 AM Got a message from the restaurant that the order is canceled by Food Panda, while I’m chatting with FP support on which they are telling to wait few mins for delivery",foodpanda-food-delivery,758103884,
1,MOHUA_mohua,2021-01-17 13:25:32,No bKash option is included,False,I tried for bkash but couldn’t get it. It would have been great help if you please bKash payment.,foodpanda-food-delivery,758103884,
2,junedesert,2020-11-16 06:29:08,Good,False,"When we dont have time to cook
Can order easily",foodpanda-food-delivery,758103884,
5,EU moi ME,2018-08-31 19:48:50,Great Service,False,Really fast and cheap ❤️❤️ Luv u,foodpanda-food-delivery,758103884,
2,A.aiyaan,2020-03-30 05:30:25,Charging more for no reason,False,"The total from the restaurant was 580
But food panda would charge more 850 for what?",foodpanda-food-delivery,758103884,
1,Gultiz,2020-01-02 07:14:47,Very poor service,False,I'm waiting for my food for over 2 hours and now  my order is canceled.,foodpanda-food-delivery,758103884,
1,user9090887,2019-12-14 09:36:28,Unprofessional,False,(Bangladesh) bunch of unprofessionals. They cancelled my order but never returned my money. It’s been 1.5 months. Called multiple times but no results.,foodpanda-food-delivery,758103884,
5,mina rosa,2020-11-05 04:11:15,Gcash,False,I love the fact that you have GCash 😁👍🏼,foodpanda-food-delivery,758103884,
1,Takolops,2018-08-09 08:33:51,Distracted,False,"Too many questions, irrelevant and makes a person stop using this app",foodpanda-food-delivery,758103884,"{'id': 11344895, 'body': 'Hey Takolops, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T14:20:32Z'}"
2,gejdknrnr,2021-09-27 07:06:59,Card won’t work,False,Card doesn’t work,foodpanda-food-delivery,758103884,
1,teghhu,2021-07-08 15:03:23,Stop exploiting your workers,False,Please respect them and pay them right amount and dont make then wear those uniforms in this awful heat,foodpanda-food-delivery,758103884,
1,the shsjd,2021-06-09 19:53:31,Worst,False,The worst thing is that you can not cancel your order even after1 min or within 1 min,foodpanda-food-delivery,758103884,
1,casper rafay,2021-01-05 14:54:02,Not working,False,It used to show many locations but not showing any restaurant now. App is dead,foodpanda-food-delivery,758103884,
4,Lazum kaw,2020-10-25 09:56:50,.,False,Easy to use. Good Service.,foodpanda-food-delivery,758103884,
3,app528643,2020-09-06 11:48:29,FYI,False,Please also your delivery team should serve High rise floors without being lift.,foodpanda-food-delivery,758103884,
5,hutiuy,2020-04-14 03:44:31,Great,False,Deliver on time. Keep it up.,foodpanda-food-delivery,758103884,
1,P61Blackwidow,2020-06-01 08:30:42,Frustration,False,They won’t accept payment and cancel orders every time we tried,foodpanda-food-delivery,758103884,
5,Kyawt tin zar,2020-03-18 08:22:59,Awesome,False,Its amazing and have a lot of discount,foodpanda-food-delivery,758103884,
5,malikrohan,2019-07-23 11:25:03,Food and service,False,Awesome,foodpanda-food-delivery,758103884,
1,sadhan 09,2019-10-23 12:22:37,Um not happy with your service,False,Whenever i want to order something its show busy...so they cat take my order...😡,foodpanda-food-delivery,758103884,"{'id': 11435955, 'body': 'Hey sadhan, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response', 'modified': '2019-10-24T03:40:58Z'}"
5,Benjamin phuah,2018-10-25 10:08:45,Nice,False,Comes with free delivery with some restaurants,foodpanda-food-delivery,758103884,
1,Farang1101,2019-03-03 10:51:29,Worst food delivery,False,Always late and costumer service is very unhelpful. Just waiting for Grab to get their food delivery service running and hoping for the best,foodpanda-food-delivery,758103884,"{'id': 11340048, 'body': 'Hey Farang1101, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T05:51:44Z'}"
1,vehnn,2019-02-25 01:36:58,Disappointed:/,False,"They never update me on my orders, they get my address wrong and delivery fee is way too overpriced. I had high expectations for this app. :(",foodpanda-food-delivery,758103884,"{'id': 11340098, 'body': 'Hey vehnn, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T05:56:26Z'}"
5,may brani,2021-09-21 06:41:22,To,False,So good this service,foodpanda-food-delivery,758103884,
1,samrezree,2018-08-20 12:18:44,Horrible,False,Absolutely disgusting. Could not even connect with facebook app or login with my email.,foodpanda-food-delivery,758103884,"{'id': 11436354, 'body': 'Hey samrezree, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T04:14:45Z'}"
1,FishCurryHead,2018-08-15 03:34:05,So difficult,False,I don’t know why but the apps keep kick me out when I wanted to make payment. TWICE. So difficult to use,foodpanda-food-delivery,758103884,"{'id': 11436425, 'body': 'Hey FishCurryHead, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T04:22:19Z'}"
1,thewidowmakerr,2018-07-09 17:28:20,Terrible,False,This is one of the worst delivery app because half of the orders are cancelled or are late. This is because they are charging restaurants too much.,foodpanda-food-delivery,758103884,"{'id': 11344898, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T14:20:52Z'}"
5,farazamjad72,2020-06-17 20:01:48,Amazing app,False,I love this app it’s soo helpful,foodpanda-food-delivery,758103884,
1,://2,2021-07-08 19:56:43,Treat your workers properly!,False,You underpay and maltreat your workers. Uninstalling the app until an action has been taken towards this!,foodpanda-food-delivery,758103884,
1,wilmm,2021-05-29 13:12:17,Fraud. Do not use. You’ve been warned,False,Complete scam. They did not deliver my full order and refused to refund for the missing items.,foodpanda-food-delivery,758103884,
1,maggiefreddy,2021-02-18 15:28:34,Weird service,False,My order was cancelled without any reason !,foodpanda-food-delivery,758103884,
1,shraboni sarker,2020-11-09 12:01:19,Fraud,False,Last moment of order they increase my delivery charge which was not included initially,foodpanda-food-delivery,758103884,
1,Mozzyboy,2020-09-18 14:16:18,WORST CUSTOMER SERVICE,False,You have the WORST customer service in the Philippines and that’s not an easy award to win! YOU MAKE IT SO HARD to get a refund after YOUR MISTAKES. Terrible. The worst I’ve had to deal with.,foodpanda-food-delivery,758103884,
3,marga109,2020-06-12 08:56:40,Pls have options,False,"Best if we can specify some things.  Ie no mayo, etc...",foodpanda-food-delivery,758103884,
1,hellapissed,2020-06-07 12:22:26,bruh give me my money back,False,i ordered and it came pretty fast but one drink which was for 8rm wasn’t there. i’ve tried to contact them but there is no way to contact them through the app and when i search online it says we have to contact them through a forum????,foodpanda-food-delivery,758103884,
5,ausbin@mandalay MM,2020-03-18 10:33:06,Good service right time,False,II i,foodpanda-food-delivery,758103884,
1,Marek Hrusovsky,2020-05-19 11:35:43,Scam,False,Reading reviews where people complain and rate it 5*. Of course the app has multiple glitches.,foodpanda-food-delivery,758103884,
1,RocketMan2016,2020-03-27 05:16:00,Zero customer service. Terrible UX,False,Terrible user interface that is prone to mistakes (like submitting without setting time for delivery). Non-existent customer service,foodpanda-food-delivery,758103884,
5,Boss-SoeWai,2020-02-24 17:45:47,Nice service,False,Deliver on time. Best service.,foodpanda-food-delivery,758103884,
2,karekarecraving,2018-07-18 02:00:54,Senior,False,Are you offering senior discounts? I think people will order more from your app if you honored senior discounts.,foodpanda-food-delivery,758103884,
1,KirklandB13,2020-02-04 09:38:18,WORST CUSTOMER SERVICE!!,False,Unwilling to help. Unwilling to listen. Offered us a 75bht credit on a ruined 500bht order. Will never use them again. Grab is way better!!!!!,foodpanda-food-delivery,758103884,
1,safat33,2019-04-24 16:11:53,Worst app,False,"Its takes more time what they show,my order took twice time they have shown.",foodpanda-food-delivery,758103884,"{'id': 11328380, 'body': '""Hey Safat, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T11:56:47Z'}"
1,faryalasim,2019-03-24 17:46:29,Review about the app,False,Debit card doesn’t work on any restaurant. Their customer service is trash. They never deliver on the given time.,foodpanda-food-delivery,758103884,"{'id': 11328548, 'body': '""Hey Farya, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:02:49Z'}"
1,aqzwsaqefvesgtcbjsshss,2019-02-22 05:08:58,Probably one of the WORST apps...,False,"Terrible app overall. Horrible UI/UX, poor English spelling... Uber Eats is ten times better and has way more selection of food. Don’t bother.",foodpanda-food-delivery,758103884,
2,christopher783,2017-05-29 04:21:52,Kind of clunky,False,not accurate with regard to opening times,foodpanda-food-delivery,758103884,
1,msbk24434,2018-07-01 06:04:03,Johor delivery really terrible,False,"Ordered and waited for two hours, and then Foodpanda cancelled the order. Foodpanda seriously need to increase the number of riders in Johor. Not enough to support Johor customers.",foodpanda-food-delivery,758103884,"{'id': 11341729, 'body': 'Hey msbk24434, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T08:35:45Z'}"
1,Inamul Haque Shaon,2018-06-10 09:18:39,Say no to Food panda,False,"They don't have covarage in most of the area in dhaka city, cancel 50% order after a long time. Worst service",foodpanda-food-delivery,758103884,"{'id': 11438878, 'body': 'Hey Inamul, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T06:59:01Z'}"
1,twr404,2017-07-16 07:07:06,Ask me later,False,"Begging for ratings with no option to ignore or opt out gives you 1 star. The closest option is ""ask me later"".",foodpanda-food-delivery,758103884,"{'id': 11436521, 'body': 'Hey twr404, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response', 'modified': '2019-10-24T04:33:11Z'}"
1,axe0Signature,2021-09-22 15:49:49,There is no low budget food available,False,They provide high cost food,foodpanda-food-delivery,758103884,
1,owbert,2021-06-22 03:29:00,Add/promos annoying. Turned off notifications,False,Stop notifying us of promotions. Give us option to be noticed of promos.,foodpanda-food-delivery,758103884,
1,Fruti girl,2021-05-02 19:05:29,Bad Review,False,They made me wait and hour and then said sorry were closed I was gonna die because of hunger,foodpanda-food-delivery,758103884,
1,JIsAn1,2021-04-16 14:17:45,Disappointed 🙁,False,"Delivery time is too long 
I need to wait more then 3 hours for my order",foodpanda-food-delivery,758103884,
1,Khan4244,2021-01-01 15:57:16,Not finding my address,False,"Stupid App. Worst experience. Cant even pin my address thou it is present on google. 
Will NEVER RECOMMEND FOODPANADA and The Website is also senseless",foodpanda-food-delivery,758103884,
1,Mashfik07,2020-09-15 08:31:17,No Contact Option,False,"There is no option to contact delivery man.
And its taking too much time to deliver",foodpanda-food-delivery,758103884,
1,Bhalla9,2020-04-26 02:42:37,Domino Taman Jati,False,My order not yet received but informed that already delivered. Contact foodpanda they ask to contact Domino. Very poor. Almost RM40 lost. Will complaint this issue to consumer tribunal.,foodpanda-food-delivery,758103884,
5,MD KAISARUL ALAM,2021-06-23 07:26:26,Excellent,False,Foodpanda service is very good,foodpanda-food-delivery,758103884,
1,ZUN HTOO,2020-02-18 15:15:32,very annoyed,False,"because of, waste my time.
your accept my order and then done the ""Cancel"".",foodpanda-food-delivery,758103884,
1,kamzbd,2019-06-21 09:53:12,Very Poor service,False,"Ordered food 3 hours ago, estimated time keeps changing! Very frustrating this",foodpanda-food-delivery,758103884,"{'id': 11328098, 'body': '""Hey Kam, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T11:44:27Z'}"
1,Aosjah,2019-05-27 13:12:27,Credit card payments unsuccessful,False,I had discount voucher via credit card but food panda did not process it. Such a fraud.,foodpanda-food-delivery,758103884,"{'id': 11328210, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response or you may drop us an email for further assistance.', 'modified': '2019-10-18T11:49:44Z'}"
2,KitLoh73,2018-09-02 09:30:21,Reviewing list is so limited in visibility,False,Can’t scroll to review the order list,foodpanda-food-delivery,758103884,
1,UMAIRKHAN94,2018-07-25 19:11:05,Bad service,False,The food is either always cold when it arrives or it doesn't arrive at all.,foodpanda-food-delivery,758103884,"{'id': 11341598, 'body': 'Hey UMAIRKHAN94, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T08:25:12Z'}"
1,ttashfia,2018-01-05 13:41:13,HORRIBLE SERVICE,False,Their service is horrible. They don’t have any respect for their customers and their employees are straight up rude. They don’t even deserve a one star review.,foodpanda-food-delivery,758103884,"{'id': 11342032, 'body': 'Hey ttashfia, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T09:05:46Z'}"
1,PetuniaPeach,2017-10-13 04:55:44,A pain to log on,False,Took me a total of 8 tries to log in to the app and each time was a long process. Why can't they make it more seamless or simple?,foodpanda-food-delivery,758103884,"{'id': 1488894, 'body': 'Hi, we are rolling out a new app version right now. There are many exciting new features available on the upgraded app, including an improved user-friendly interface, live tracking of orders and dynamic delivery times. Go to the App Store and update your app.', 'modified': '2017-10-13T12:01:28Z'}"
5,Nay Ye Latt,2020-11-26 05:35:50,Good,False,it's very convenience,foodpanda-food-delivery,758103884,
5,MOHAMMAD SHAH NEWAZ SIDDIQUE,2020-09-29 12:57:33,Add more shops,False,"Please add more shops like Agora, Kamal General Store, etc.",foodpanda-food-delivery,758103884,
5,BALOCHkiller,2020-01-03 15:08:02,Foodpanda,False,It is so fast and fresh,foodpanda-food-delivery,758103884,
1,tassitassi,2020-07-23 16:44:18,Not user friendly at all,False,"The app doesnt allow me to cancel orders
Low friendly interference 
Price is too much",foodpanda-food-delivery,758103884,
1,Mkeecrs,2020-02-16 03:17:29,COD disabled,False,Cod was disabled without notifying so I was  I was putting my order over and over again life dumb person,foodpanda-food-delivery,758103884,
